50 51 52 54 55 56 57 59 60
0.0	1.0	4	dm
1.0	1.0	3	dm
2.0	1.0	2	dm
3.0	1.0	1	dm
4.0	1.5	0	dm
6.0	0.25	8	ba
6.75	0.25	7	ba
7.5	0.5	6	ba
8.0	0.75	4	dm
8.75	0.25	4	da
9.0	0.75	3	dm
9.75	0.25	3	da
10.0	0.75	2	dm
10.75	0.25	2	da
11.0	0.75	0	dm
11.75	0.25	0	da
12.0	0.75	4	dm
12.75	0.25	4	da
13.0	0.75	5	dm
13.75	0.25	5	da
14.0	0.75	6	dm
14.75	0.25	6	da
15.0	0.75	0	dm
15.75	0.25	0	da
16.0	0.75	6	dm
16.75	0.25	6	da
17.0	0.75	0	dm
17.75	0.25	0	da
18.0	0.75	6	dm
18.75	0.25	6	da
19.0	0.75	0	dm
19.75	0.25	0	da
20.0	0.75	6	dm
20.75	0.25	6	da
21.0	0.75	2	dm
21.75	0.25	2	da
22.0	0.75	6	dm
22.75	0.25	6	da
23.0	0.75	0	dm
23.75	0.25	0	da
24.0	0.75	4	dm
24.75	0.25	4	da
25.0	0.75	3	dm
25.75	0.25	3	da
26.0	0.75	2	dm
26.75	0.25	2	da
27.0	0.75	0	dm
27.75	0.25	0	da
28.0	0.75	4	dm
28.75	0.25	4	da
29.0	0.75	3	dm
29.75	0.25	3	da
30.0	0.75	2	dm
30.75	0.25	2	da
31.0	0.75	2	dm
31.75	0.25	2	da
32.0	0.75	8	dm
32.75	0.25	8	da
33.0	0.75	8	dm
33.75	0.25	8	da
34.0	0.75	8	dm
34.75	0.25	8	da
35.0	0.75	8	dm
35.75	0.25	8	da
36.0	0.75	6	dm
36.75	0.25	6	da
37.0	0.75	0	dm
37.75	0.25	0	da
38.0	0.75	6	dm
38.75	0.25	6	da
39.0	0.75	0	dm
39.75	0.25	0	da
40.0	0.75	6	dm
40.75	0.25	6	da
41.0	0.75	0	dm
41.75	0.25	0	da
42.0	1.5	4	dm
